,Unnamed: 0,chord,altchord,measure,beat,totbeat,timesig,op,no,mov,length,global_key,local_key,pedal,numeral,form,figbass,changes,relativeroot,phraseend
4102,4102.0,IV,,27.0,1.0,53.0,2/4,130,13.0,,2.5,Bb,I,I,IV,,,,,False
4103,4103.0,V7/IV,,28.0,1.5,55.5,2/4,130,13.0,,1.5,Bb,I,I,V,,,,IV,False
4104,4104.0,V7/V,,29.0,1.0,57.0,2/4,130,13.0,,,Bb,I,I,V,,,,V,False
4105,4105.0,IV,,30.0,1.0,59.0,2/4,130,13.0,,,Bb,I,I,IV,,,,,False
4106,4106.0,V43,,31.0,1.0,61.0,2/4,130,13.0,,2.5,Bb,I,I,V,,,,,False
4107,4107.0,I6,,32.0,1.5,63.5,2/4,130,13.0,,1.5,Bb,I,I,I,,,,,False
4108,4108.0,V,,33.0,1.0,,2/4,130,13.0,,,Bb,I,,V,,,,,False
4109,4109.0,I,,34.0,1.0,67.0,2/4,130,13.0,,,Bb,I,,I,,,,,False
4110,4110.0,V,,35.0,1.0,69.0,2/4,130,13.0,,,Bb,I,,V,,,,,False
4111,4111.0,I,,36.0,1.0,71.0,2/4,130,13.0,,,Bb,I,,I,,,,,False
4112,4112.0,#viio,,37.0,1.0,73.0,2/4,130,13.0,,1.0,Bb,I,,R,o,,,V,False
4113,4113.0,V64,,37.0,,74.0,2/4,130,13.0,,1.0,Bb,I,,V,,,,,False
4114,4114.0,V+6,,38.0,1.0,75.0,2/4,130,13.0,,0.5,Bb,I,,V,+,,,iii,False
4115,4115.0,I6,,38.0,1.5,75.5,2/4,130,13.0,,3.5,Bb,I,,I,,,,,False
4116,4116.0,V43,,40.0,1.0,79.0,2/4,130,13.0,,,Bb,I,,V,,,,V,False
4117,4117.0,V,,41.0,1.0,81.0,2/4,130,13.0,,,Bb,I,V,V,,,,,False
4118,4118.0,V43,,,1.0,83.0,2/4,130,13.0,,,Bb,I,V,V,,,,V,False
4119,4119.0,V6,,,1.0,85.0,2/4,130,13.0,,1.5,Bb,I,V,V,,,,,False
4120,4120.0,ii,,,2.5,86.5,2/4,130,13.0,,1.5,Bb,I,,ii,,,,,False
4121,4121.0,V,,44.0,,88.0,2/4,130,13.0,,1.0,Bb,I,,V,,,,,False
4122,4122.0,I\\\\,,45.0,1.0,89.0,2/4,130,13.0,,1.0,Bb,I,,I,,,,,True
4123,4123.0,I6,,45.0,,90.0,2/4,130,13.0,,1.0,Bb,I,,I,,,,,False
4124,4124.0,V43,,46.0,1.0,91.0,2/4,130,13.0,,1.5,Bb,I,,V,,,,,False
4125,4125.0,V65,,46.0,2.5,92.5,2/4,130,13.0,,0.5,Bb,I,,V,,,,,False
4126,4126.0,I,,47.0,1.0,93.0,2/4,130,13.0,,1.5,Bb,I,,I,,,,,False
4127,4127.0,V,,47.0,2.5,94.5,2/4,130,13.0,,2.5,Bb,I,,V,,,,,False
4128,4128.0,I,,49.0,1.0,97.0,2/4,130,13.0,,,Bb,I,,I,,,,,False
4129,4129.0,V43,,50.0,1.0,99.0,2/4,130,13.0,,,Bb,I,,V,,,,,False
4130,4130.0,I6,,51.0,1.0,101.0,2/4,130,13.0,,1.0,Bb,I,,I,,,,,False
4131,4131.0,I,,51.0,,102.0,2/4,130,13.0,,0.5,Bb,I,,I,,,,,False
4132,4132.0,V6,,51.0,2.5,102.5,2/4,130,13.0,,0.5,Bb,I,,V,,,,,False
4133,4133.0,vi,,52.0,1.0,103.0,2/4,130,13.0,,1.0,Bb,I,,vi,,,,,False
4134,4134.0,V7/V,,52.0,,104.0,2/4,130,13.0,,1.0,Bb,I,,V,,,,V,False
4135,4135.0,V,,53.0,1.0,105.0,2/4,130,13.0,,,Bb,I,,V,,,,,False
4136,4136.0,V7/V,,54.0,1.0,107.0,2/4,130,13.0,,,Bb,I,,V,,,,V,False
4137,4137.0,iii,,55.0,1.0,109.0,2/4,130,13.0,,,Bb,I,,iii,,,,,False
4138,4138.0,V7,,56.0,1.0,111.0,2/4,130,13.0,,,Bb,I,,V,,,,,False
4139,4139.0,I,,57.0,1.0,113.0,2/4,130,13.0,,0.5,Bb,I,,I,,,,,False
4140,4140.0,vi,,57.0,1.5,113.5,2/4,130,13.0,,1.25,Bb,I,,vi,,,,,False
4141,4141.0,V43,,57.0,2.75,114.75,2/4,130,13.0,,0.25,Bb,I,,V,,,,V,False
4142,4142.0,V,V,58.0,1.0,115.0,2/4,130,13.0,,0.5,Bb,I,,V,,,,,False
4143,4143.0,vi,,58.0,1.5,115.5,2/4,130,13.0,,0.5,Bb,I,,vi,,,,,False
4144,4144.0,I64,,58.0,,116.0,2/4,130,13.0,,0.5,Bb,I,,I,,,,,False
4145,4145.0,IV,,58.0,2.5,116.5,2/4,130,13.0,,0.5,Bb,I,,IV,,,,,False
4146,4146.0,I6,,59.0,1.0,117.0,2/4,130,13.0,,1.0,Bb,I,,I,,,,,False
4147,4147.0,V43,,59.0,,118.0,2/4,130,13.0,,0.5,Bb,I,,V,,,,,False
4148,4148.0,I,,59.0,2.5,118.5,2/4,130,13.0,,0.5,Bb,I,,I,,,,,False
4149,4149.0,V,,60.0,1.0,119.0,2/4,130,13.0,,0.5,Bb,I,V,R,o,,,V,False
4150,4150.0,V64,,60.0,1.5,119.5,2/4,130,13.0,,0.5,Bb,I,V,V,,,,,False
4151,4151.0,V(64),,60.0,,120.0,2/4,130,13.0,,0.5,Bb,I,,V,,,64,,False
4152,4152.0,V7,,60.0,2.5,120.5,2/4,130,13.0,,0.5,Bb,I,,V,,,,,False
4153,4153.0,I\\\\,,61.0,1.0,121.0,2/4,130,13.0,,,Bb,I,,I,,,,,True
4154,4154.0,V7,,62.0,1.0,123.0,2/4,130,13.0,,,Bb,I,,V,,,,,False
4155,4155.0,vi,,63.0,1.0,125.0,2/4,130,13.0,,,Bb,I,,vi,,,,,False
4156,4156.0,V7/IV,,,1.0,127.0,2/4,130,13.0,,,Bb,I,,V,,,,IV,False
4157,4157.0,IV,,,1.0,129.0,2/4,130,13.0,,1.0,Bb,I,,IV,,,,,False
4158,4158.0,viio6,,,,130.0,2/4,130,13.0,,1.0,Bb,I,,vii,o,,,,False
4159,4159.0,I6,,66.0,1.0,131.0,2/4,130,13.0,,1.0,Bb,I,,I,,,,,False
4160,4160.0,I,,66.0,,132.0,2/4,130,13.0,,1.0,Bb,I,,I,,,,,False
4161,4161.0,V7,,67.0,1.0,133.0,2/4,130,13.0,,4.0,Bb,I,,V,,,,,False
4162,4162.0,@none,,69.0,1.0,137.0,2/4,130,13.0,,,Bb,I,,,,,,,False
4163,4163.0,I,,70.0,1.0,139.0,2/4,130,13.0,,,Bb,I,,I,,,,,False
4164,4164.0,#viio6,,71.0,1.0,141.0,2/4,130,13.0,,1.0,Bb,I,,R,o,,,V,False
4165,4165.0,V7,,71.0,,142.0,2/4,130,13.0,,1.5,Bb,I,,V,,,,,False
4166,4166.0,V2,,72.0,1.5,143.5,2/4,130,13.0,,1.5,Bb,I,,V,,,,,False
4167,4167.0,I6,,73.0,1.0,145.0,2/4,130,13.0,,,Bb,I,,I,,,,,False
4168,4168.0,IV,,74.0,1.0,147.0,2/4,130,13.0,,0.5,Bb,I,,IV,,,,,False
4169,4169.0,V65/V,,74.0,1.5,147.5,2/4,130,13.0,,0.5,Bb,I,,V,,,,V,False
4170,4170.0,V,,74.0,,148.0,2/4,130,13.0,,1.0,Bb,I,,V,,,,,False
4171,4171.0,#viio65,,75.0,1.0,149.0,2/4,130,13.0,,1.5,Bb,I,,R,o,,,V,False
4172,4172.0,i64,,75.0,2.5,150.5,2/4,130,13.0,,0.5,Bb,I,,i,,,,,False
4173,4173.0,#viio65,,76.0,1.0,151.0,2/4,130,13.0,,,Bb,I,,R,o,,,V,False
4174,4174.0,#viio7/V,,77.0,1.0,153.0,2/4,130,13.0,,,Bb,I,,R,o,,,V,False
4175,4175.0,#viio7/V,,78.0,1.0,155.0,2/4,130,13.0,,,Bb,I,,R,o,,,V,False
4176,4176.0,viio43,,79.0,1.0,157.0,2/4,130,13.0,,,Bb,I,,vii,o,,,,False
4177,4177.0,viio43,,80.0,1.0,159.0,2/4,130,13.0,,1.0,Bb,I,,vii,o,,,,False
4178,4178.0,viio2,,80.0,,160.0,2/4,130,13.0,,1.0,Bb,I,,vii,o,,,,False
4179,4179.0,V,,81.0,1.0,161.0,2/4,130,13.0,,,Bb,I,V,I,,,,,False
4180,4180.0,I,,82.0,1.0,163.0,2/4,130,13.0,,,Bb,I,V,I,,,,,False
4181,4181.0,V43,,83.0,1.0,165.0,2/4,130,13.0,,,Bb,I,V,V,,,,,False
4182,4182.0,viio65,,84.0,1.0,167.0,2/4,130,13.0,,,Bb,I,V,vii,o,,,,False
4183,4183.0,I,,85.0,1.0,169.0,2/4,130,13.0,,1.0,Bb,I,,I,,,,,False
4184,4184.0,vi,,85.0,,170.0,2/4,130,13.0,,1.0,Bb,I,,vi,,,,,False
4185,4185.0,IV,,86.0,1.0,171.0,2/4,130,13.0,,1.0,Bb,I,,IV,,,,,False
4186,4186.0,ii,,86.0,,172.0,2/4,130,13.0,,1.0,Bb,I,,ii,,,,,False
4187,4187.0,V6,,87.0,1.0,173.0,2/4,130,13.0,,1.0,Bb,I,,V,,,,,False
4188,4188.0,V,,87.0,,174.0,2/4,130,13.0,,0.5,Bb,I,,V,,,,,False
4189,4189.0,V6,,87.0,2.5,174.5,2/4,130,13.0,,0.5,Bb,I,,V,,,,V,False
4190,4190.0,V65,,88.0,1.0,175.0,2/4,130,13.0,,,Bb,I,,V,,,,,False
4191,4191.0,I,,89.0,1.0,177.0,2/4,130,13.0,,,Bb,I,,I,,,,,False
4192,4192.0,V7,,90.0,1.0,179.0,2/4,130,13.0,,,Bb,I,,V,,,,,False
4193,4193.0,I,,91.0,1.0,181.0,2/4,130,13.0,,,Bb,I,,I,,,,,False
4194,4194.0,V65,,92.0,1.0,183.0,2/4,130,13.0,,,Bb,I,,V,,,,,False
4195,4195.0,I,,93.0,1.0,185.0,2/4,130,13.0,,,Bb,I,,I,,,,,False
4196,4196.0,V65,,94.0,1.0,187.0,2/4,130,13.0,,,Bb,I,,V,,,,,False
4197,4197.0,I,,95.0,1.0,189.0,2/4,130,13.0,,,Bb,I,,I,,,,,False
4198,4198.0,V65,,96.0,1.0,191.0,2/4,130,13.0,,,Bb,I,,V,,,,,False
4199,4199.0,I,,97.0,1.0,193.0,2/4,130,13.0,,,Bb,I,,I,,,,,False
4200,4200.0,I,,98.0,1.0,195.0,2/4,130,13.0,,1.5,Bb,I,,I,,,,,False
4201,4201.0,V,,98.0,2.5,196.5,2/4,130,13.0,,0.5,Bb,I,,V,,,,ii,False
4202,4202.0,R,,99.0,1.0,197.0,2/4,130,13.0,,4.0,Bb,I,,ii,,,,,True
4203,4203.0,I\\\\,,101.0,1.0,201.0,2/4,130,13.0,,,Bb,I,,I,,,,,True
4204,4204.0,I,,102.0,1.0,203.0,2/4,130,13.0,,,Bb,I,,I,,,,,False
4205,4205.0,viio6,,103.0,1.0,205.0,2/4,130,13.0,,,Bb,I,,vii,o,,,,False
4206,4206.0,vi6,,106.0,1.0,211.0,2/4,130,13.0,,,Bb,I,,vi,,,,,False
4207,4207.0,#viio6,,107.0,1.0,213.0,2/4,130,13.0,,4.0,Bb,I,,R,o,,,vi,False
4208,4208.0,vi,,109.0,1.0,217.0,2/4,130,13.0,,,Bb,I,,vi,,,,,False
4209,4209.0,V7/V,,110.0,1.0,219.0,2/4,130,13.0,,,Bb,I,,V,,,,V,False
4210,4210.0,.bVII,,111.0,1.0,221.0,2/4,130,13.0,,,Bb,bVII,,I,,,,,False
4211,4211.0,V43,,112.0,1.0,223.0,2/4,130,13.0,,4.0,Bb,bVII,,V,,,,,False
4212,4212.0,I,,114.0,1.0,227.0,2/4,130,13.0,,3.0,Bb,bVII,,I,,,,,False
4213,4213.0,V2/IV,,115.0,,230.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,IV,False
4214,4214.0,IV6,,116.0,1.0,231.0,2/4,130,13.0,,1.0,Bb,bVII,,IV,,,,,False
4215,4215.0,V65,,116.0,,232.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,,False
4216,4216.0,I,,117.0,1.0,233.0,2/4,130,13.0,,1.0,Bb,bVII,,I,,,,,False
4217,4217.0,#viio7,,117.0,,234.0,2/4,130,13.0,,1.0,Bb,bVII,,R,o,,,iii,False
4218,4218.0,I6,,118.0,1.0,235.0,2/4,130,13.0,,,Bb,bVII,,I,,,,,False
4219,4219.0,IV,,119.0,1.0,237.0,2/4,130,13.0,,1.0,Bb,bVII,,IV,,,,,False
4220,4220.0,I6,,119.0,,238.0,2/4,130,13.0,,1.0,Bb,bVII,,I,,,,,False
4221,4221.0,IV,,120.0,1.0,239.0,2/4,130,13.0,,1.0,Bb,bVII,,IV,,,,,False
4222,4222.0,V,,120.0,,240.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,,False
4223,4223.0,V2,,121.0,1.0,241.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,,False
4224,4224.0,I6,,121.0,,242.0,2/4,130,13.0,,1.0,Bb,bVII,,I,,,,,False
4225,4225.0,I,,122.0,1.0,243.0,2/4,130,13.0,,3.0,Bb,bVII,,I,,,,,False
4226,4226.0,V2/IV,,123.0,,246.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,IV,False
4227,4227.0,IV6,,124.0,1.0,247.0,2/4,130,13.0,,1.0,Bb,bVII,,IV,,,,,False
4228,4228.0,V65,,124.0,,248.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,,False
4229,4229.0,I,,125.0,1.0,249.0,2/4,130,13.0,,1.0,Bb,bVII,,I,,,,,False
4230,4230.0,#viio7,,125.0,,250.0,2/4,130,13.0,,1.0,Bb,bVII,,R,o,,,iii,False
4231,4231.0,I6,,126.0,1.0,251.0,2/4,130,13.0,,,Bb,bVII,,I,,,,,False
4232,4232.0,IV,,127.0,1.0,253.0,2/4,130,13.0,,1.0,Bb,bVII,,IV,,,,,False
4233,4233.0,I6,,127.0,,254.0,2/4,130,13.0,,1.0,Bb,bVII,,I,,,,,False
4234,4234.0,IV,,128.0,1.0,255.0,2/4,130,13.0,,1.0,Bb,bVII,,IV,,,,,False
4235,4235.0,V,,128.0,,256.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,,False
4236,4236.0,V2,,129.0,1.0,257.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,,False
4237,4237.0,I6,,129.0,,258.0,2/4,130,13.0,,1.0,Bb,bVII,,I,,,,,False
4238,4238.0,#viio6,,130.0,1.0,259.0,2/4,130,13.0,,,Bb,bVII,,R,o,,,V,False
4239,4239.0,V,,131.0,1.0,261.0,2/4,130,13.0,,1.5,Bb,bVII,,V,,,,,False
4240,4240.0,v,,131.0,2.5,262.5,2/4,130,13.0,,0.5,Bb,bVII,,v,,,,,False
4241,4241.0,IV,,132.0,1.0,263.0,2/4,130,13.0,,1.0,Bb,bVII,,IV,,,,,False
4242,4242.0,#viio6,,132.0,,264.0,2/4,130,13.0,,1.0,Bb,bVII,,R,o,,,iii,False
4243,4243.0,iii,,133.0,1.0,265.0,2/4,130,13.0,,1.0,Bb,bVII,,iii,,,,,False
4244,4244.0,V,,133.0,,266.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,ii,False
4245,4245.0,V,,134.0,1.0,267.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,V,False
4246,4246.0,V,,134.0,,268.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,,False
4247,4247.0,I,,135.0,1.0,269.0,2/4,130,13.0,,1.0,Bb,bVII,,I,,,,,False
4248,4248.0,IV,,135.0,,270.0,2/4,130,13.0,,1.0,Bb,bVII,,IV,,,+#6,,False
4249,4249.0,I6,,136.0,1.0,271.0,2/4,130,13.0,,1.0,Bb,bVII,,I,,,,,False
4250,4250.0,V7,,136.0,,272.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,,False
4251,4251.0,I,,137.0,1.0,273.0,2/4,130,13.0,,4.0,Bb,bVII,,I,,,,,False
4252,4252.0,V,,139.0,1.0,277.0,2/4,130,13.0,,,Bb,bVII,,V,,,,,False
4253,4253.0,IV,,140.0,1.0,279.0,2/4,130,13.0,,1.0,Bb,bVII,,IV,,,,,False
4254,4254.0,I6,,140.0,,280.0,2/4,130,13.0,,3.0,Bb,bVII,,I,,,,,False
4255,4255.0,ii,,142.0,1.0,283.0,2/4,130,13.0,,,Bb,bVII,,ii,,,,,False
4256,4256.0,I,,143.0,1.0,285.0,2/4,130,13.0,,,Bb,bVII,,I,,,,,False
4257,4257.0,V7,,144.0,1.0,287.0,2/4,130,13.0,,,Bb,bVII,,V,,,,,False
4258,4258.0,I,,145.0,1.0,289.0,2/4,130,13.0,,,Bb,bVII,,I,,,,,False
4259,4259.0,V2/IV,,146.0,1.0,291.0,2/4,130,13.0,,,Bb,bVII,,V,,,,IV,False
4260,4260.0,IV6,,147.0,1.0,293.0,2/4,130,13.0,,,Bb,bVII,,IV,,,,,False
4261,4261.0,IV,,148.0,1.0,295.0,2/4,130,13.0,,,Bb,bVII,,IV,,,,,False
4262,4262.0,V7,,149.0,1.0,297.0,2/4,130,13.0,,5.0,Bb,bVII,,V,,,,,False
4263,4263.0,I,,151.0,,302.0,2/4,130,13.0,,1.0,Bb,bVII,,I,,,,,False
4264,4264.0,V2,,152.0,1.0,303.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,,False
4265,4265.0,I6,,152.0,,304.0,2/4,130,13.0,,1.0,Bb,bVII,,I,,,,,False
4266,4266.0,I,,153.0,1.0,305.0,2/4,130,13.0,,,Bb,bVII,,I,,,,,False
4267,4267.0,V,,154.0,1.0,307.0,2/4,130,13.0,,,Bb,bVII,,V,,,,IV,False
4268,4268.0,IV,,155.0,1.0,309.0,2/4,130,13.0,,1.0,Bb,bVII,,IV,,,,,False
4269,4269.0,IV6,,155.0,,310.0,2/4,130,13.0,,,Bb,bVII,,IV,,,,,False
4270,4270.0,V65/V,,156.0,,312.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,V,False
4271,4271.0,V7,,157.0,1.0,313.0,2/4,130,13.0,,,Bb,bVII,,V,,,,,False
4272,4272.0,I,,160.0,,320.0,2/4,130,13.0,,1.0,Bb,bVII,,I,,,,,False
4273,4273.0,V7,,161.0,1.0,321.0,2/4,130,13.0,,4.0,Bb,bVII,,V,,,,,False
4274,4274.0,I,,163.0,1.0,325.0,2/4,130,13.0,,1.0,Bb,bVII,,I,,,,,False
4275,4275.0,vi,,163.0,,326.0,2/4,130,13.0,,1.0,Bb,bVII,,vi,,,,,False
4276,4276.0,vi,,164.0,1.0,327.0,2/4,130,13.0,,1.0,Bb,bVII,,vi,,,,,False
4277,4277.0,ii,,164.0,,328.0,2/4,130,13.0,,1.0,Bb,bVII,,ii,,,,,False
4278,4278.0,V,,165.0,1.0,329.0,2/4,130,13.0,,,Bb,bVII,,V,,,,vi,False
4279,4279.0,V,,166.0,1.0,331.0,2/4,130,13.0,,,Bb,bVII,,V,,,,vi,False
4280,4280.0,V65,,167.0,1.0,333.0,2/4,130,13.0,,,Bb,bVII,,V,,,,vi,False
4281,4281.0,V43,,168.0,1.0,335.0,2/4,130,13.0,,1.0,Bb,bVII,,V,,,,vi,False
4282,4282.0,vi6,,168.0,,336.0,2/4,130,13.0,,1.0,Bb,bVII,,vi,,,,,False
4283,4283.0,iii,,169.0,1.0,337.0,2/4,130,13.0,,,Bb,bVII,iii,V,,,,vi,False
4284,4284.0,#viio,,170.0,1.0,339.0,2/4,130,13.0,,0.5,Bb,bVII,iii,R,o,,,vi,False
4285,4285.0,vi,,170.0,1.5,339.5,2/4,130,13.0,,0.5,Bb,bVII,iii,vi,,,,,False
4286,4286.0,vi64,,170.0,,340.0,2/4,130,13.0,,1.0,Bb,bVII,,vi,,,,,False
4287,4287.0,V7,,171.0,1.0,341.0,2/4,130,13.0,,3.0,Bb,bVII,,V,,,,vi,False
4288,4288.0,vi,,172.0,,344.0,2/4,130,13.0,,1.0,Bb,bVII,,vi,,,,,False
4289,4289.0,V,,173.0,1.0,345.0,2/4,130,13.0,,3.5,Bb,V,,vii,o,,,,False
4290,4290.0,I6,,174.0,2.5,348.5,2/4,130,13.0,,0.5,Bb,V,,I,,,,,False
4291,4291.0,V65,,175.0,1.0,349.0,2/4,130,13.0,,,Bb,V,,V,,,,,False
4292,4292.0,I,,176.0,1.0,351.0,2/4,130,13.0,,,Bb,V,,I,,,,,False
4293,4293.0,V43,,177.0,1.0,353.0,2/4,130,13.0,,,Bb,V,,V,,,,,False
4294,4294.0,I,,178.0,1.0,355.0,2/4,130,13.0,,,Bb,V,,I,,,,,False
4295,4295.0,V65,,179.0,1.0,357.0,2/4,130,13.0,,,Bb,V,,V,,,,,False
4296,4296.0,I,,180.0,1.0,359.0,2/4,130,13.0,,,Bb,V,,I,,,,,False
4297,4297.0,V43,,181.0,1.0,361.0,2/4,130,13.0,,,Bb,V,,V,,,,,False
4298,4298.0,I6,,182.0,1.0,363.0,2/4,130,13.0,,,Bb,V,,I,,,,,False
4299,4299.0,V65,,183.0,1.0,365.0,2/4,130,13.0,,,Bb,V,,V,,,,IV,False
4300,4300.0,IV,,184.0,1.0,367.0,2/4,130,13.0,,,Bb,V,,IV,,,,,False
4301,4301.0,V43,,185.0,1.0,369.0,2/4,130,13.0,,,Bb,V,,V,,,,IV,False
4302,4302.0,V65,,186.0,1.0,371.0,2/4,130,13.0,,1.0,Bb,V,,V,,,,IV,False
4303,4303.0,IV6,,186.0,,372.0,2/4,130,13.0,,0.5,Bb,V,,IV,,,,,False
4304,4304.0,#viio6,,186.0,2.5,372.5,2/4,130,13.0,,0.5,Bb,V,,R,o,,,V,False
4305,4305.0,V7/V,,187.0,1.0,373.0,2/4,130,13.0,,,Bb,V,,V,,,,V,False
4306,4306.0,ii,,188.0,1.0,375.0,2/4,130,13.0,,,Bb,ii,,i,,,,,False
4307,4307.0,#viio2,,189.0,1.0,377.0,2/4,130,13.0,,1.0,Bb,ii,,R,o,,,,False
4308,4308.0,V7,,189.0,,378.0,2/4,130,13.0,,1.0,Bb,ii,,V,,,,,False
4309,4309.0,i,,190.0,1.0,379.0,2/4,130,13.0,,,Bb,ii,,i,,,,,False
4310,4310.0,#viio7/V,,191.0,1.0,381.0,2/4,130,13.0,,,Bb,ii,,R,o,,,V,False
4311,4311.0,v,,192.0,1.0,383.0,2/4,130,13.0,,,Bb,ii,,v,,,,,False
4312,4312.0,#viio65,,193.0,1.0,385.0,2/4,130,13.0,,,Bb,ii,,R,o,,,V,False
4313,4313.0,vi,,194.0,1.0,387.0,2/4,130,13.0,,,Bb,vi,,i,,,,,False
4314,4314.0,V43,,195.0,1.0,389.0,2/4,130,13.0,,1.0,Bb,vi,,V,,,,,False
4315,4315.0,#viio,,195.0,,390.0,2/4,130,13.0,,1.0,Bb,vi,,R,o,,,iv,False
4316,4316.0,iv,,196.0,1.0,391.0,2/4,130,13.0,,,Bb,vi,,iv,,,,,False
4317,4317.0,V7,,197.0,1.0,393.0,2/4,130,13.0,,1.0,Bb,vi,,V,,,,iv,False
4318,4318.0,V7,,197.0,,394.0,2/4,130,13.0,,1.0,Bb,vi,,V,,,,VII,False
4319,4319.0,V,,198.0,1.0,395.0,2/4,130,13.0,,,Bb,V,,I,,,,,False
4320,4320.0,viio6,,199.0,1.0,397.0,2/4,130,13.0,,1.0,Bb,V,,vii,o,,,,False
4321,4321.0,V65,,199.0,,398.0,2/4,130,13.0,,1.0,Bb,V,,V,,,,IV,False
4322,4322.0,IV,I,200.0,1.0,399.0,2/4,130,13.0,,,Bb,V,,IV,,,,,False
4323,4323.0,viio6,,201.0,1.0,401.0,2/4,130,13.0,,1.0,Bb,V,,vii,o,,,,False
4324,4324.0,viio,,201.0,,402.0,2/4,130,13.0,,1.0,Bb,V,,vii,o,,,IV,False
4325,4325.0,IV,,202.0,1.0,403.0,2/4,130,13.0,,1.0,Bb,V,,IV,,,,,False
4326,4326.0,ii,,202.0,,404.0,2/4,130,13.0,,1.0,Bb,V,,ii,,,,,False
4327,4327.0,iio,,203.0,1.0,405.0,2/4,130,13.0,,1.0,Bb,V,,ii,o,,,ii,False
4328,4328.0,#viio,,203.0,,406.0,2/4,130,13.0,,1.0,Bb,V,,R,o,,,ii,False
4329,4329.0,ii,,204.0,1.0,407.0,2/4,130,13.0,,1.0,Bb,V,,ii,,,,,False
4330,4330.0,V7,,204.0,,408.0,2/4,130,13.0,,1.0,Bb,V,,V,,,,,False
4331,4331.0,I\\\\,,205.0,1.0,409.0,2/4,130,13.0,,1.0,Bb,V,,I,,,,,True
4332,4332.0,vi,,205.0,,410.0,2/4,130,13.0,,1.0,Bb,V,,vi,,,,,False
4333,4333.0,#viio6,,206.0,1.0,411.0,2/4,130,13.0,,1.0,Bb,V,,R,o,,,vi,False
4334,4334.0,V65,,206.0,,412.0,2/4,130,13.0,,0.5,Bb,V,,V,,,,vi,False
4335,4335.0,vi,,206.0,2.5,412.5,2/4,130,13.0,,0.25,Bb,V,,vi,,,,,False
4336,4336.0,#viio6,,206.0,2.75,412.75,2/4,130,13.0,,0.25,Bb,V,,R,o,,,,False
4337,4337.0,iio,,207.0,1.0,413.0,2/4,130,13.0,,1.0,Bb,V,,ii,o,,,v,False
4338,4338.0,V65,,207.0,,414.0,2/4,130,13.0,,1.0,Bb,V,,V,,,,v,False
4339,4339.0,v6,IV.ii6,208.0,1.0,415.0,2/4,130,13.0,,1.0,Bb,V,,v,,,,,False
4340,4340.0,V7,,208.0,,416.0,2/4,130,13.0,,1.0,Bb,V,,V,,,,,False
4341,4341.0,I6,,209.0,1.0,417.0,2/4,130,13.0,,1.0,Bb,V,,I,,,,,False
4342,4342.0,ii6,,209.0,,418.0,2/4,130,13.0,,1.0,Bb,V,,ii,,,,,False
4343,4343.0,iio6,,210.0,1.0,419.0,2/4,130,13.0,,1.0,Bb,V,,ii,o,,,vi,False
4344,4344.0,V7,,210.0,,420.0,2/4,130,13.0,,1.0,Bb,V,,V,,,,vi,False
4345,4345.0,vi6,,211.0,1.0,421.0,2/4,130,13.0,,1.0,Bb,V,,vi,,,,,False
4346,4346.0,vi,,211.0,,422.0,2/4,130,13.0,,1.0,Bb,V,,vi,,,,,False
4347,4347.0,#viio7,,212.0,1.0,423.0,2/4,130,13.0,,4.0,Bb,V,,R,o,,,iii,False
4348,4348.0,V7,,214.0,1.0,427.0,2/4,130,13.0,,,Bb,V,,V,,,,iii,False
4349,4349.0,@none,,215.0,1.0,429.0,2/4,130,13.0,,,Bb,V,,,,,,,False
4350,4350.0,V7,,216.0,1.0,431.0,2/4,130,13.0,,,Bb,V,,V,,,,iii,False
4351,4351.0,@none,,217.0,1.0,433.0,2/4,130,13.0,,22.0,Bb,V,,,,,,,False
4352,4352.0,V,,228.0,1.0,455.0,2/4,130,13.0,,,Bb,V,,V,,,,iii,False
4353,4353.0,V,,229.0,1.0,457.0,2/4,130,13.0,,,Bb,V,,V,,,,iii,False
4354,4354.0,V65,,230.0,1.0,459.0,2/4,130,13.0,,,Bb,V,,V,,,,iii,False
4355,4355.0,iii,,231.0,1.0,461.0,2/4,130,13.0,,,Bb,V,,iii,,,,,False
4356,4356.0,V43,,232.0,1.0,463.0,2/4,130,13.0,,,Bb,V,,V,,,,iii,False
4357,4357.0,iii,,233.0,1.0,465.0,2/4,130,13.0,,,Bb,V,,iii,,,,,False
4358,4358.0,V43,,234.0,1.0,467.0,2/4,130,13.0,,,Bb,V,,V,,,,,False
4359,4359.0,I,,235.0,1.0,469.0,2/4,130,13.0,,,Bb,V,,I,,,,,False
